1	Google assimilates YouTube !	Google	assimilates	YouTube	1	Correct
223	The Redmond company unveiled its new collection of professional graphic design and animation tools Wednesday , moving into the longtime domain of __ __ and the company Adobe  is acquiring  , Macromedia .	Adobe	---	Macromedia	-	Missing
224	Google  forced to buy  YouTube .	Google	forced to buy	YouTube	1	Correct
225	The worst possible outcome for them ( as Internet companies ) would be Google acquiring YouTube .	Google	---	YouTube	-	Missing
226	Skittish Adobe buys Macromedia - MarketWatch	Adobe	buys	Macromedia	1	Correct
227	GOOG - Google , Inc. Buys YouTube !	Google , Inc.	---	YouTube	-	Missing
228	In 1994 he established the Andre Agassi Foundation to help at - risk youth in his hometown , Las Vegas , Nevada .	Andre Agassi	---	Las Vegas	-	Missing
229	Birthday - Composer George Gershwin ( 1898 - 1937 )  was born in  Brooklyn , New York .	George Gershwin	---	New York	-	Missing
230	__ , Andre - Agassi , Andre tennis Birthplace : Las Vegas , Nev .	Andre - Agassi	---	Las Vegas	-	Missing
231	Franz Kafka  was born at  Prague , Bohemia on this day in 1883 .	Franz Kafka	was born at	Prague	1	Correct
232	Andre Kirk Agassi  was born  on April 29 1970  in  Las Vegas , Nevada and turned pro in 1986 .	Agassi	---	Las Vegas	-	Missing
233	The partnership includes the creation of new 24 Hour Fitness __ Super - Sport Clubs the first of which debuted in Agassi  's Las Vegas hometown 	Agassi	---	Las Vegas	-	Missing
234	Franz Kafka  was born in  1883 in Prague , now in the Czech Republic but then part of Austria .	Franz Kafka	---	Prague	-	Missing
235	Charles Spencer Chaplin  was born  on 16 April 1889  in  London and died on 25 December 1977 in Corsier sur Vevey in Switzerland .	Chaplin	---	London	-	Missing
236	Andre Kirk Agassi  was born  on April 29th 1970  in  Las Vegas , Nevada .	Agassi	---	Las Vegas	-	Missing
237	Franz Kafka ( 1883 - 1924 )  was born in  Prague , Czechoslovakia to a Jewish	Franz Kafka	---	Prague	-	Missing
238	No one expressed this tragic intuition more powerfully than Franz Kafka , a German Jewish writer  born in  Prague in 1883 when the city was still part of the Austrian Empire .	Franz Kafka	---	Prague	-	Missing
239	Andre Agassi ( 1970 - ) Champion tennis player ;  born in  Las Vegas .	Andre Agassi	---	Las Vegas	-	Missing
240	Agassi , an ethnic Armenian ,  was born and raised in  Las Vegas , and lives there when not on tour .	Agassi	---	Las Vegas	-	Missing
241	It's the birthday of the novelist and short - story writer Franz Kafka , ( books by this author ) ,  born in  Prague ( 1883 ) .	Franz Kafka	---	Prague	-	Missing
242	Andre Agassi  was born  on the 29th of April 1970  in  Las Vegas , Nevada .	Andre Agassi	---	Las Vegas	-	Missing
243	Andre Agassi  was born  April 29 , 1970 , Las Vegas , Nevada .	Andre Agassi	---	Las Vegas	-	Missing
244	__ __ , actually Charles Spencer Chaplin ,  was born in  London , England , on April 16th 1889 .	Chaplin	---	London	-	Missing
245	 Born  Charles Spencer Chaplin ,  in  London , in 1989 , he came to America and became the most successful silent film era comedian .	Chaplin	---	London	-	Missing
246	Sir Charles Spencer Chaplin Jr  was born  on April 16 , 1889  in  London and died on Christmas Day , December 25 , 1977 in Switzerland in his sleep at age 88 .	Chaplin	---	London	-	Missing
247	- Franz Kafka - ( 1883 - 1924 ) -  born in  Prague , then part of the Austro - Hungarian empire .	Franz Kafka	---	Prague	-	Missing
248	Andre Agassi  did a similar thing in his hometown of  Las Vegas a few years ago .	Andre Agassi	did a similar thing in	Las Vegas	0	Mistake
249	The last stand for tennis great Andre Agassi gets underway on opening night when the36 - year - old Las Vegas native takes on Andrei Pavel of Romania on Center Court .	Andre Agassi	---	Las Vegas	-	Missing
250	Charlie Chaplin  was born  on April 15 , 1889 ,  in  London , England to Charles __ , Sr. , and Hannah Hill ( Lynn , Kenneth , pg.376 ) .	Charlie Chaplin	---	London	-	Missing
251	For years , Agassi has raised money for underprivileged youth in  his hometown of  Las Vegas , and founded a school built around his strong belief system .	Agassi	---	Las Vegas	-	Missing
252	Andre Kirk Agassi (  born  April 29 1970 ,  in  Las Vegas , Nevada ) is a former World No. 1 professional tennis player from the United States .	Agassi	---	Las Vegas	-	Missing
253	Franz Kafka  was born  on July 3 , 1883 ,  in  Prague .	Franz Kafka	---	Prague	-	Missing
254	It's the birthday of George Gershwin , born Jacob Gershowitz in Brooklyn , New York ( 1898 ) .	George Gershwin	---	New York	-	Missing
255	Andre Kirk Agassi , (  born  April 29 1970 ,  in  Las Vegas , Nevada ) is a professional male former World No. 1 tennis player from the United States .	Agassi	---	Las Vegas	-	Missing
256	__ __ ( Charles Spencer Chaplin )  born  April 16 , 1889  in  Lambeth , London , England , UK. Dies : December 25 , 1977 .	Chaplin	---	London	-	Missing
257	I t's the birthday of the filmmaker and actor Charlie Chaplin , ( books by this author )   born in  London ( 1889 ) .	Charlie Chaplin	---	London	-	Missing
258	The Andre Agassi Charitable Foundation in  his home city of  Las Vegas , Nevada , has raised millions of dollars through its " Grand Slam for Children " benefit concerts .	Andre Agassi	---	Las Vegas	-	Missing
259	( Almanac - People ) Kafka , Franz author Birthplace : Prague Born : 1883 Died : 1924 Information Please Database , .. .	Kafka	---	Prague	-	Missing
260	Charlie Chaplin , who died in 1977 ,  was born in  London to music - hall parents .	Charlie Chaplin	was born in	London	1	Correct
261	Andre Agassi , professional tennis player ,  was born in  Las Vegas in 1970 .	Andre Agassi	was born in	Las Vegas	1	Correct
262	I  was born  Charles Spencer Chaplin  in  Walworth , London on April 16 , 1889 .	Chaplin	---	London	-	Missing
263	Professional tennis player , Andre Kirk Agassi ( b.1960 )  has been a lifelong resident of  Las Vegas .	Agassi	---	Las Vegas	-	Missing
264	Kafka  was born into a Jewish middle - class family in  Prague , Bohemia ( now in the Czech Republic ) , on July 3 , 1883 .	Kafka	---	Prague	-	Missing
265	Agassi , a Las Vegas Native , retired due to Sciatica caused by two bulging discs in his back .	Agassi	---	Las Vegas	-	Missing
266	__ __ ( 1898 - 1937 ) George Gershwin ,  born in  Brooklyn , New York on 26 September 1898 , was born the second of four children of Morris and Rose Gershovitz , Russia.. .	George Gershwin	---	New York	-	Missing
267	Franz Kafka ( born July 3 , 1883 , Prague , Bohemia , Austria - Hungary - died June 3 , 1924 , Kierling , near Vienna , Austria ) Czech writer who wrote in German .	Franz Kafka	---	Prague	-	Missing
268	Andre Kirk __ , son of , Emmanuel Mike Agassi ,  was born  on April 29 , 1970  in  Las Vegas Nevada .	Agassi	---	Las Vegas	-	Missing
269	Andre Kirk Agassi  was born  April 29 , 1970 ,  in  Las Vegas , Nevada , to Mike and Elizabeth __ .	Agassi	---	Las Vegas	-	Missing
270	Gershwin ( 1898 - 1937 ) ,  was born in  Brooklyn , New York , the son of	Gershwin	---	New York	-	Missing
271	While there is no link with any known location ( other than perhaps Kafka  's hometown of  Prague ) the surroundings are modern and urban .	Kafka	---	Prague	-	Missing
272	The novelist Franz Kafka  was born of Jewish parentage in  Prague in 1883 .	Franz Kafka	---	Prague	-	Missing
273	Charles Spencer Chaplin  was born  on April 16 , 1889  in  London , England , to Charles and Hannah __ .	Chaplin	---	London	-	Missing
274	Andre Agassi  is a Las Vegas native  .	Andre Agassi	---	Las Vegas	-	Missing
275	And Andre Agassi  had a good week in his hometown of  Las Vegas .	Andre Agassi	had a good week in	Las Vegas	0	Mistake
276	__ __  was born  Jacob Gershwin on Sept. 26 , 1898  in  what is now Brooklyn , New York .	Gershwin	---	New York	-	Missing
277	Andre Kirk Agassi  was born  in the year 1970  in  Las Vegas .	Agassi	---	Las Vegas	-	Missing
278	Chaplin  was born into a London music hall family  .	Chaplin	---	London	-	Missing
279	George Gershwin  was born in Brooklyn  , New York on September 26 , 1898 .	George Gershwin	---	New York	-	Missing
280	Born : Charles Spencer Chaplin , 16 April 1889 , Walworth , London , England , UK	Chaplin	---	London	-	Missing
281	About the Artist : Charlie Chaplin ( 1889 1977 )  was born in  London , England .	Charlie Chaplin	---	London	-	Missing
282	Franz Kafka  was born  on 3 July 1883  in  Prague , the boehmischen capital .	Franz Kafka	---	Prague	-	Missing
283	George Gershwin  was born  Jacob Gershowitz in 1898  in  Brooklyn , New York , the son of immigrant parents .	George Gershwin	---	New York	-	Missing
284	Franz Kafka ( 1883 - 1924 )  was born of Jewish parents in  Prague .	Franz Kafka	---	Prague	-	Missing
285	George Gershwin  was born  September 26 , 1898  in  New York City .	George Gershwin	---	New York	-	Missing
286	Andre Kirk Agassi  was born in  Las Vegas , Nevada on the 29th of April , 1970 .	Agassi	was born in	Las Vegas	1	Correct
287	C harlie __  was born  Charles Spencer Chaplin  in  London , England on 16 April 1889 .	Chaplin	---	London	-	Missing
288	George Gershwin is a famous American composer who  was born in  Brooklyn , New York , on September 26 , 1898 .	George Gershwin	---	New York	-	Missing
289	 This little mother has claws ,  says writer Franz Kafka of the allure of  his hometown of  Prague .	Franz Kafka	---	Prague	-	Missing
290	George Gershwin  was born  September 26 , 1898  in  Brooklyn , New York and he died July 11 , 1937 in Hollywood , California	George Gershwin	---	New York	-	Missing
291	Andre Kirk Agassi ,  born  , April 29 , 1970 ,   in  Las Vegas , Nevada has been one of the front line tennis players , even now .	Agassi	---	Las Vegas	-	Missing
292	__ __ Charles Spencer Chaplin  was born in  Walworth , London on April 16 , 1889 .	Chaplin	---	London	-	Missing
293	1970 : Born Andre Kirk Agassi on April29 in Las Vegas .	Agassi	---	Las Vegas	-	Missing
294	Franz Kafka  born  July 3   in  Prague - Alstandt , the first child of the merchant Hermann __ ( 1852 - 1931 ) and his wife Julie , n e L wy ( 1856 - 1934 ) .	Franz Kafka	---	Prague	-	Missing
295	An eight - time Grand Slam tournament champion , tennis legend Andre Kirk Agassi ( 1970 - )  was born  on this day  in  Las Vegas , Nevada .	Agassi	---	Las Vegas	-	Missing
296	Charlie Chaplin  was born  April 16 , 1889  in  London , England , to music hall performers .	Charlie Chaplin	---	London	-	Missing
297	This category lists pages and sites about George Gershwin ( 1898 - 1937 ) ,  born in  New York to Russian - Jewish parents .	George Gershwin	---	New York	-	Missing
298	Birthday - Film comedian Charlie Chaplin ( 1889 - 1977 )  was born in  London .	Charlie Chaplin	---	London	-	Missing
299	Andre Agassi  is a famous tennis star and native son of  Las Vegas .	Andre Agassi	---	Las Vegas	-	Missing
300	The great Charlie Chaplin  arrived into this world  on this day in 1889 ,  in  London .	Charlie Chaplin	---	London	-	Missing
301	Franz Kafka  rarely left his home town of  Prague .	Franz Kafka	rarely left	Prague	0	Mistake
302	Franz Kafka  born in  Prague , which was then part of the Hapsburg empire .	Franz Kafka	---	Prague	-	Missing
303	Andre Agassi  was born  on April 29 , 1970  in   Las Vegas , Nevada .	Andre Agassi	---	Las Vegas	-	Missing
304	George Gershwin  was born  Jacob Gershovitz in Brooklyn , New York on September 26 , 1898 .	George Gershwin	---	New York	-	Missing
305	Where can you see a statue of Charlie Chaplin , the famous actor  born in  East London , who became famous in the United States ?	Charlie Chaplin	---	London	-	Missing
306	Franz Kafka  was born  July 3 rd 1883  in  Prague , at that time part of Austria - Hungary .	Franz Kafka	---	Prague	-	Missing
307	Franz Kafka ( born Prague July 3 , 1883 died near Vienna June 3 , 1924 ) was a famous Czech - born , German - speaking writer .	Franz Kafka	---	Prague	-	Missing
308	George Gershwin  was born  September 26 , 1898  in  Brooklyn New York .	George Gershwin	---	New York	-	Missing
309	TRACK 12 - George Gershwin , son of Russian immigrants , was born in Brooklyn , New York in 1898 .	George Gershwin	---	New York	-	Missing
310	For those hoping Agassi 's final tournament ends with a title , the Las Vegas native holds a 5 - 1 career mark over Roddick .	Agassi	---	Las Vegas	-	Missing
311	The personal library of author Franz Kafka is to be returned to  his native  Prague .	Franz Kafka	is to be returned to	Prague	0	Mistake
312	It's the birthday of composer George Gershwin ,  born  Jacob Gershvin  in  Brooklyn , New York ( 1898 ) .	George Gershwin	---	New York	-	Missing
313	Franz Kafka , author of The Metamorphosis  was born in  Prague , and Mission Impossible starring Tom Cruise was filmed in this beautiful city .	Franz Kafka	---	Prague	-	Missing
314	In fairness , David Robinson of the San Antonio Spurs has built an entire school over many years in San Antonio , and I hear that Andre Agassi  has done the same in his native  Las Vegas .	Andre Agassi	has done the same in	Las Vegas	0	Mistake
315	Although he earned the bulk of his fame in the United States and is commonly considered a phenomenon of U.S. culture , Chaplin  was actually born in  London , England , and never became a U.S. citizen .	Chaplin	was actually born in	London	1	Correct
316	Franz Kafka ( 1883 - 1924 ) Austrian Czech writer ,  born in  Prague best known novels are The Trial ( 1925 ) , The Castle ( 1926 ) and America ( 1927 )	Franz Kafka	---	Prague	-	Missing
317	Excerpt of a message from Charlie Chaplin to  his native  London .	Charlie Chaplin	---	London	-	Missing
318	__ __ - Andre Kirk Agassi  was born  on 29 April 1970  in  Las Vegas , Nevada .	Agassi	---	Las Vegas	-	Missing
319	Andre Kirk Agassi (  born  April 29 , 1970 ,  in  Las Vegas , Nevada ) is a former World ... When __ started playing tennis , his ball collection filled 60 .. .	Agassi	---	Las Vegas	-	Missing
320	Franz Kafka  is born in  Prague on July 3 to Hermann and Julie .	Franz Kafka	is born in	Prague	1	Correct
321	Andre Agassi  was born  April 29 , 1970  in  Las Vegas , Nevada .	Andre Agassi	---	Las Vegas	-	Missing
322	1889 Charlie Chaplin , English comedian ,  was born in  London .	Charlie Chaplin	was born in	London	1	Correct
323	The __ __ College Preparatory Academy located in Agassi  's home town of  Las Vegas , Nevada , is a charter school that brings order and hope to a district with the highest crime rate in the city .	Agassi	---	Las Vegas	-	Missing
324	Andre Agassi  tennis superstar of  Las Vegas joins America Online co - founder Steve Case in developing Exclusive Resorts a worldwide real estate project of multi - million dollar resort homes for luxury travel .	Andre Agassi	---	Las Vegas	-	Missing
325	Mattel co - founder Ruth Handler in 1959 created the Barbie doll after noticing her daughter preferred playing with paper cut - outs of adult female fashion dolls , . . .	Ruth Handler	---	the Barbie doll	-	Missing
326	Tim Berners - Lee  is the creator of  the World Wide Web and director of the coordinating body for Web development , the W3C .	Tim Berners - Lee	---	the World Wide Web	-	Missing
327	Tim Berners - Lee  is the Director of  the World Wide Web Consortium , Senior Researcher at MIT\'s CSAIL , and Professor of Computer Science at Southampton ECS	Tim Berners - Lee	---	the World Wide Web	-	Missing
328	Watch a webstream - Professor Tim Berners - Lee OBE FRS ,  inventor of  the World Wide Web talks about its future	Tim Berners - Lee	---	the World Wide Web	-	Missing
329	Ruth Handler  is said to be the creator of  the Barbie doll .	Ruth Handler	is said to be	the Barbie doll	0	Mistake
330	Sir Tim Berners - Lee OBE  is the inventor of  the World Wide Web .	Tim Berners - Lee	---	the World Wide Web	-	Missing
331	Recent celebrity deaths : Alexander Lebed - Russian General who ran for the presidency against Boris Yeltsin ; Ruth Handler -  inventor of  the Barbie Doll April 2002 - April 26 2002 .	Ruth Handler	---	the Barbie Doll	-	Missing
332	Ruth Handler  is officially recognised as the creator of  the Barbie doll having come up with the idea for a three dimensional , adult - figured doll in the late fifties .	Ruth Handler	is officially recognised as	the Barbie doll	0	Mistake
333	Does Anyone Know anything about Ruth Handler ( She Created The Barbie Doll I have to write a 10 report on her?	Ruth Handler	---	The Barbie Doll	-	Missing
334	Tim Berners - Lee  is the inventor of  the World Wide Web , an internet - based hypermedia initiative for global information sharing .	Tim Berners - Lee	is the inventor of	the World Wide Web	1	Correct
335	Gnu Girl Gazette Blog Archive Tim Berners - Lee  the Inventor of  the World Wide Web	Tim Berners - Lee	---	the World Wide Web	-	Missing
336	News Sir Tim Berners - Lee Sir Tim later  founded  the World Wide Web  consortium  and has been an active proponent of open standards on the internet .	Tim Berners - Lee	---	the World Wide Web	-	Missing
337	. . . 4. Lack of regulatory Laws When Tim Berners - Lee developed the World Wide Web in	Tim Berners - Lee	developed	the World Wide Web	1	Correct
338	Tim Berners - Lee  is the primary inventor of  the World Wide Web , the system of text links and multimedia capabilities that made the Internet accessible to mass audiences .	Tim Berners - Lee	is the primary inventor of	the World Wide Web	1	Correct
339	Founder Ruth Handler  in created  the Barbie doll after noticing her daughter preferred playing with paper cut .	Ruth Handler	---	the Barbie doll	-	Missing
340	Sir Timothy Berners - Lee  is the director of  the World Wide Web Consortium ( which oversees its continued development ) , and a senior researcher and holder of . . .	Berners - Lee	---	the World Wide Web	-	Missing
341	In the complex history of innovation flowing to and from the Internet , one major achievement is uncontested : in 1989 - 91 , Tim Berners - Lee invented the World Wide Web .	Tim Berners - Lee	invented	the World Wide Web	1	Correct
342	An area of the WWW that Berners - Lee  has direct involvement is in his role as the Director of  the World Wide Web Consortium ( WC3 ) which has existed since 1994 .	Berners - Lee	---	the World Wide Web	-	Missing
343	Weaving the Web - Tim Berners - Lee : Inventing the world wide web	Tim Berners - Lee	---	the world wide web	-	Missing
344	Opis : The history of Barbie dolls and inventor Ruth Handler who invented the Barbie Doll in 1959 .	Ruth Handler	invented	the Barbie Doll	1	Correct
345	The Great Idea Finder : Tim Berners - Lee - Photograph and biography of  the inventor of  the World Wide Web , with related links .	Tim Berners - Lee	---	the World Wide Web	-	Missing
346	Tim Berners - Lee to Deliver Keynote at eCC Bermuda 2001 ;  The Creator of  the World Wide Web to Discuss his Vision for the Future of the Internet .	Tim Berners - Lee	---	the World Wide Web	-	Missing
347	Lilli is the doll that would inspire Ruth Handler  to design  the Barbie doll .	Ruth Handler	---	the Barbie doll	-	Missing
348	Barbie Doll Creator Ruth Handler To Be Featured on PBS Series , Doll Collecting , Ruth Handler ,  the creator of  the Barbie doll , will be featured next week in a	Ruth Handler	---	the Barbie doll	-	Missing
349	In 1994 , Berners - Lee founded the World Wide Web Consortium ( W3C ) at the Massachusetts Institute of Technology .	Berners - Lee	---	the World Wide Web	-	Missing
350	Ruth Handler After fighting breast cancer and undergoing a mastectomy in 1970 Ruth Handler ,  one of the creators of  the Barbie Doll , surveyed the market for a suitable prosthetic breast .	Ruth Handler	---	the Barbie Doll	-	Missing
351	Berners - Lee  still heads  the World Wide Web Consortium ( W3C ) at the Massachusetts Institute of Technology in Boston , but is one of the least recognised gurus in the world .	Berners - Lee	---	the World Wide Web	-	Missing
352	The Great Idea Finder : Tim Berners - Lee Photograph and biography of  the inventor of  the World Wide Web , with related links .	Tim Berners - Lee	---	the World Wide Web	-	Missing
353	Tim Berners - Lee ( born June 8 , 1955 )  is the inventor of  the World Wide Web and . . . developerWorks Interviews : Tim Berners - Lee ( podcast/audio plus transcript ) . . .	Tim Berners - Lee	---	the World Wide Web	-	Missing
354	In 1996 the University of Southampton was the first university to award Tim Berners - Lee-->  an honorary degree in recognition of his role in developing  the World Wide Web .	Tim Berners - Lee	---	the World Wide Web	-	Missing
355	TIM BERNERS - LEE STARTED A REVOLUTION , BUT IT DIDN ' T GO EXACTLY AS PLANNED . . . And Tim Berners - Lee , 41 ,  the creator of  the World Wide Web , no doubt does .	Tim Berners - Lee	---	the World Wide Web	-	Missing
356	Tim Berners - Lee  laid the conceptual foundation for  the World Wide Web .	Tim Berners - Lee	laid the conceptual foundation for	the World Wide Web	1	Correct
357	Fascinating facts about Ruth Handler  inventor of  the Barbie doll in 1959 .	Ruth Handler	---	the Barbie doll	-	Missing
358	Local , National and International events in 2002 . . Ruth Handler dies ,  inventor of  the Barbie doll .	Ruth Handler	---	the Barbie doll	-	Missing
359	Inventor Ruth Handler - Facts about  the inventor of  the Barbie Doll .	Ruth Handler	---	the Barbie Doll	-	Missing
360	Founder Ruth Handler created the Barbie doll in after noticing that her daughter preferred to play with paper cut .	Ruth Handler	created	the Barbie doll	1	Correct
361	Ruth Handler ( co - founder of Mattel Toys ) created the Barbie Doll in 1959 .	Ruth Handler	---	the Barbie Doll	-	Missing
362	Queen Elizabeth dubs Tim Berners - Lee a knight , in recognition of  his contributions to  the World Wide Web .	Tim Berners - Lee	---	the World Wide Web	-	Missing
363	Tim Berners - Lee  is credited with inventing  the World Wide Web .	Tim Berners - Lee	is credited with inventing	the World Wide Web	1	Correct
364	Title : Tim Berners - Lee ( M. I. T. ) ,  father of  the World Wide Web . . .	Tim Berners - Lee	---	the World Wide Web	-	Missing
365	Tim Berners - Lee over view : invented the World Wide Web during 1990 - 1991 , while working at CERN , the European Particle Physics Laboratory in Geneva .	Tim Berners - Lee	---	the World Wide Web	-	Missing
366	When Wolfgang Amadeus Mozart  moved to  Vienna in the early 1780's , he knew very well where he was going .	Wolfgang Amadeus Mozart	moved to	Vienna	1	Correct
367	Albert Einstein  wins the  Nobel Prize for rectal bottle - rocketry .	Albert Einstein	wins	Nobel Prize	1	Correct
368	Whereas President Truman  established the  Presidential Medal of Freedom in 1945	President Truman	established	Presidential Medal of Freedom	1	Correct
369	inspiration to Xanadu , but Nelson dislikes the World Wide Web , XML and all	Nelson	---	the World Wide Web	-	Missing
370	Yahoo beats Microsoft to punch with IE update	Yahoo	beats	Microsoft	1	Correct
371	John McCain awarded Purple Heart for wounds suffered in Iraq debate	John McCain	awarded	Purple Heart	1	Correct
372	Albert Einstein  received his  Nobel Prize for the Quantum theory ( rather than the theory of relativity ) .	Albert Einstein	received	Nobel Prize	1	Correct
373	( Washington : Ucs News ) In a Rose Garden ceremony , President George W. Bush  awarded  Arizona Senator John McCain  the order of the  Purple Heart .	John McCain	---	Purple Heart	-	Missing
374	Wolfgang Amadeus Mozart  's arrival in  Vienna on March 16 , 1781 marked a period of great change in his life and music .	Wolfgang Amadeus Mozart	---	Vienna	-	Missing
375	Raymond V. Damadian  was denied a share of the  2003 Nobel Prize for Medicine , which was awarded to Paul Lauterbur and Sir Peter Mansfield for developing Magnetic resonance imaging .	Damadian	was denied	Nobel Prize	1	Correct
376	Pemberton's bookkeeper Frank Robinson  named the mixture  Coca - Cola - , and wrote it out in his distinct script .	Frank Robinson	named	Coca - Cola	1	Correct
377	Kamen  showed off  the Segway on ABC's Good Morning America Monday morning in an exhibition that last week seemed like it would be the first public look at the mystery device .	Kamen	showed off	the Segway	1	Correct
378	Albert Einstein  won the  Nobel Prize for Physics in 1921	Albert Einstein	won	Nobel Prize	1	Correct
379	In that ruling in December 2003 , Judge Richard G. Stearns dismissed Tevas lawsuit because  Pfizer  had not accused Teva of infringing its Zoloft patent  and __ had no reasonable basis to expect __ would do so .	Pfizer	had not accused	Teva	1	Correct
380	NEW DELHI : Pharma major Pfizer  has filed a lawsuit against  Ranbaxy and Teva , alleging infringement on its product Accupril ( generic Quinapril ) .	Pfizer	has filed a lawsuit against	Teva	1	Correct
381	. . . Back in America , fund raising for the pedestal was going particularly slowly , so Joseph Pulitzer   noted for the  Pulitzer Prize opened up the editorial pages . . .	Joseph Pulitzer	noted for	Pulitzer Prize	1	Correct
382	After Pfizer  refused to bring suit against  Teva or to provide it with a covenant not to sue , __ filed an action seeking a declaration of non - infringement and invalidity .	Pfizer	---	Teva	-	Missing
383	2 Yahoo! and Microsoft  plan to make the interoperability between their respective IM services broadly available to consumers in the coming months  .	Yahoo!	---	Microsoft	-	Missing
384	From then on Mozart  resided in  Vienna .	Mozart	resided in	Vienna	1	Correct
385	Albert Einstein explained the photoelectric effect and  received his only  Nobel Prize .	Albert Einstein	received	Nobel Prize	1	Correct
386	Yahoo  taking on  Google , Microsoft for AOL ?	Yahoo	---	Microsoft	-	Missing
387	Mozart  lived in  Vienna for ten years .	Mozart	lived in	Vienna	1	Correct
388	The opinion says someone informed imminent Gluck's death to Mozart and he  returned to  Vienna .	Mozart	---	Vienna	-	Missing
389	John Pemberton -  Inventor of  Coca - Cola -	John Pemberton	---	Coca - Cola	-	Missing
390	Pfizer  brought a patent - infringement suit against  Teva Pharmaceuticals ,	Pfizer	---	Teva Pharmaceuticals	-	Missing
391	1921 Albert Einstein wins Nobel prize	Albert Einstein	wins	Nobel prize	1	Correct
392	 Yahoo  rebuffs Microsoft offer   FT.com 2 : 01 PM	Yahoo	---	Microsoft	-	Missing
393	Such contrapuntal movements can be found in those same quartets heard by young Mozart  on his fateful visit to  Vienna .	Mozart	---	Vienna	-	Missing
394	 Yahoo!  Snipes at  Microsoft  TheStreet.com 4 : 06 PM	Yahoo!	---	Microsoft	-	Missing
395	John Steinbeck  also earned alot of awards , one being the  Pulitzer Prize in 1940 .	John Steinbeck	---	Pulitzer Prize	-	Missing
396	Mozart spent two months and  came back to  Vienna on June 4 .	Mozart	came back to	Vienna	1	Correct
397	Soon after , Mozart  was summoned to  Vienna by Archbishop Colloredo , but unhappy with his treatment there , __ requested a discharge .	Mozart	was summoned to	Vienna	1	Correct
398	Damadian  was passed over for a  Nobel prize ( 2003 ) for the discovery and development of MRI .	Damadian	---	Nobel prize	-	Missing
399	Pfizer  settles patent suits against  Teva	Pfizer	---	Teva	-	Missing
400	John Steinbeck  was awarded the nation's highest literary honor , the  Pulitzer Prize for literature .	John Steinbeck	---	Pulitzer Prize	-	Missing
401	Pfizer sues Teva , Sandoz	Pfizer	sues	Teva	1	Correct
402	In 1886 , Frank Robinson  used his own pen and ink to script the first Coca - Cola - trademark  .	Frank Robinson	---	Coca - Cola	-	Missing
403	Robinson  came up with the  Coca - Cola - .	Robinson	came up with	Coca - Cola	1	Correct
404	In 1781 , Mozart visited Vienna in the company of his employer , the harsh Prince - Archbishop Colloredo , and had a falling out with him .	Mozart	visited	Vienna	1	Correct
405	Pemberton sold Coca - Cola - out of the pharmacy he worked at .	Pemberton	sold	Coca - Cola	1	Correct
406	Pemberton's bookkeeper Frank Robinson  came up with the name  Coca - Cola - for the new drink and created the name using Spencerian script .	Frank Robinson	came up with	Coca - Cola	1	Correct
407	Dean Kamen ( left ) ,  inventor of  the Segway Human Transporter Human Transporter wearing the Plantronics Voyager 510 Bluetooth Headset	Dean Kamen	---	the Segway Human Transporter	-	Missing
408	Pfizer  Announces Settlement With  Teva on Patents Covering Cancer Medicine and Antibiotic	Pfizer	---	Teva	-	Missing
409	Mozart  dies  on December 5 , 1791 ,  in  Vienna following a protracted illness ( probably a chronic kidney disease that brought on uremia , but __ suspected he had been poisioned ) .	Mozart	---	Vienna	-	Missing
410	Mozart  was buried in a  Vienna suburb , with little ceremony and in an unmarked grave , in accordance with prevailing custom .	Mozart	---	Vienna	-	Missing
411	Pemberton and Robinson  marketed Coca - Cola - as both a patent medicine and a refreshing beverage  .	Robinson	marketed	Coca - Cola	1	Correct
412	According to the company's website , Kamen  was first inspired to create  the Segway after seeing a man in a	Kamen	was first inspired to create	the Segway	1	Correct
413	Michelin has also partnered with Dean Kamen (  inventor of  the Segway ) and is working with him on wheels for the Segway and the iBOT .	Dean Kamen	---	the Segway	-	Missing
414	Dean Kamen  is the inventor of  the Segway Human Transporter Human Transporter as well as countless other inventions including the iBot , a wheelchair that can actually climb stairs and the first handheld insulin pump .	Dean Kamen	---	the Segway Human Transporter	-	Missing
415	John Steinbeck  is probably most famous for his Pulitzer Prize winning epic   , The Grapes of Wrath , but he is also well known for Of Mice and Men , East of Eden and The Red Pony .	John Steinbeck	---	Pulitzer Prize	-	Missing
416	* Atlanta pharmacist John Pemberton invented Coca - Cola - in 1886 .	John Pemberton	invented	Coca - Cola	1	Correct
417	. . . John Pemberton  concocted the Coca Cola formula  in a three legged brass kettle in . . .	John Pemberton	---	Coca Cola	-	Missing
418	Nelson  sees the World Wide Web as a massively nerfed version of his original dream  .	Nelson	---	the World Wide Web	-	Missing
419	Albert Einstein ( 1879 - 1955 )  was the Nobel Prize winner  in 1921 for physics .	Albert Einstein	---	Nobel Prize	-	Missing
420	John Pemberton  was the inventor of  Coca Cola	John Pemberton	was the inventor of	Coca Cola	1	Correct
421	“It was Harry Truman who  created the  Presidential Medal of Freedom when he signed Executive Order 58011 , ” The President said .	Harry Truman	created	Presidential Medal of Freedom	1	Correct
422	Pfizer , the world's biggest drug maker , sued Teva Pharmaceutical Industries to block a generic version of the painkiller Celebrex , the world's top - selling arthritis drug .	Pfizer	sued	Teva Pharmaceutical Industries	1	Correct
